res1,res2,timestamp
,,06-15-2023_14-03-36
,,06-15-2023_14-03-37
,,06-15-2023_14-03-38
,,06-15-2023_14-03-40
,,06-15-2023_14-03-41
,,06-15-2023_14-03-42
,,06-15-2023_14-03-43
,,06-15-2023_14-03-44
,,06-15-2023_14-03-45
,,06-15-2023_14-03-46
,,06-15-2023_14-03-47
